,date,novelty,transience,resonance,nsigma,tsigma,rsigma
0,2019-12-02T00:00:00Z,0.0,0.22253653698637102,0.0,0.0,0.09615642592471592,0.0
1,2019-12-03T00:00:00Z,0.0,0.3009750167712902,0.0,0.0,0.04810773383856979,0.0
2,2019-12-04T00:00:00Z,0.0,0.34832128123621303,0.0,0.0,0.06498455762687878,0.0
3,2019-12-05T00:00:00Z,0.0,0.28393031211416325,0.0,0.0,0.038048596025931046,0.0
4,2019-12-06T00:00:00Z,0.0,0.24699604346455908,0.0,0.0,0.08417902039426718,0.0
5,2019-12-07T00:00:00Z,0.0,0.24393202269825978,0.0,0.0,0.07997762200845787,0.0
6,2019-12-08T00:00:00Z,0.0,0.275157009619731,0.0,0.0,0.03773386344682343,0.0
7,2019-12-09T00:00:00Z,0.3023050206058163,0.26777692707719486,0.03452809352862146,0.0371311826981246,0.01929745033227518,0.02821431651519989
8,2019-12-10T00:00:00Z,0.3247238209621906,0.2926934374051049,0.032030383557085707,0.05339525476530871,0.04805128577273496,0.05072327026902183
9,2019-12-11T00:00:00Z,0.2655627879160856,0.2479921075131925,0.017570680402893113,0.08922627679649972,0.09670940104569324,0.09296783892109647
10,2019-12-12T00:00:00Z,0.29460018476015815,0.2547191710377018,0.03988101372245634,0.01607490768051416,0.0800520373894147,0.04806347253496443
11,2019-12-13T00:00:00Z,0.2831239122181594,0.31823034094819136,-0.03510642873003195,0.09742360040813276,0.03334139005497549,0.06538249523155412
12,2019-12-14T00:00:00Z,0.2798341022738224,0.25430934728412774,0.025524754989694642,0.020565234542350985,0.049611808091751905,0.035088521317051445
13,2019-12-15T00:00:00Z,0.23216558858605169,0.23822426620248566,-0.006058677616433972,0.04142782707596691,0.02633367722805229,0.0338807521520096
14,2019-12-16T00:00:00Z,0.28098222558943603,0.23446913857975818,0.04651308700967785,0.027899294967191485,0.058238096081712175,0.04306869552445183
15,2019-12-17T00:00:00Z,0.28132774540448857,0.23577411688641822,0.04555362851807035,0.029980633947952202,0.09515574692474996,0.06256819043635108
16,2019-12-18T00:00:00Z,0.2587992522334721,0.26858585384763706,-0.009786601614164947,0.10213583188885923,0.08016456215282529,0.09115019702084226
17,2019-12-19T00:00:00Z,0.2559257401452875,0.24046305227589632,0.0154626878693912,0.0423999968589898,0.053196107913461195,0.0477980523862255
18,2019-12-20T00:00:00Z,0.2964887364691853,0.2722711074890731,0.02421762898011215,0.035212350701949065,0.07240150546485188,0.05380692808340047
19,2019-12-21T00:00:00Z,0.180691944747904,0.22708607438197914,-0.04639412963407513,0.06650673068131692,0.01780868900238095,0.04215770984184893
20,2019-12-22T00:00:00Z,0.23980907509789923,0.23287160425546036,0.00693747084243887,0.036624993166672073,0.06107480681663515,0.04884989999165361
21,2019-12-23T00:00:00Z,0.2708901588808676,0.2788814019800991,-0.007991243099231493,0.07167986303375015,0.05410769443361384,0.06289377873368199
22,2019-12-24T00:00:00Z,0.23602857653198075,0.2874949449029855,-0.05146636837100474,0.07189507928835881,0.038934859408182046,0.05541496934827043
23,2019-12-25T00:00:00Z,0.23258778789478177,0.26437188996176036,-0.0317841020669786,0.07484180905554229,0.04421620944928326,0.05952900925241278
24,2019-12-26T00:00:00Z,0.2625596588372416,0.2836114853131121,-0.021051826475870505,0.027932600511437707,0.02579012240696208,0.026861361459199894
25,2019-12-27T00:00:00Z,0.3168575391115119,0.3269713150447932,-0.010113775933281333,0.03811909307437437,0.02424607252741036,0.031182582800892363
26,2019-12-28T00:00:00Z,0.27841142560158433,0.24722923689109752,0.031182188710486808,0.04790133062813956,0.04250583779046081,0.045203584209300186
27,2019-12-29T00:00:00Z,0.22734837810698508,0.24306970758419771,-0.015721329477212637,0.05594233040338185,0.03746719337629195,0.046704761889836896
28,2019-12-30T00:00:00Z,0.2964086395702154,0.3108370938135044,-0.01442845424328898,0.02529128481678958,0.01083198105108187,0.018061632933935725
29,2019-12-31T00:00:00Z,0.26881082233140263,0.2902294690116256,-0.021418646680222975,0.04453876190990601,0.04281379076393133,0.043676276336918674
30,2020-01-01T00:00:00Z,0.29418434446644415,0.27563784111137285,0.018546503355071298,0.026401310863784867,0.047261625438901625,0.03683146815134325
31,2020-01-02T00:00:00Z,0.26342733535894636,0.2748141748799791,-0.011386839521032754,0.0471439656271772,0.041242882975108974,0.04419342430114309
32,2020-01-03T00:00:00Z,0.28143674655552975,0.26663069177668636,0.014806054778843392,0.03254983816913762,0.040582531982093106,0.03656618507561536
33,2020-01-04T00:00:00Z,0.24864310671459447,0.21736819683123906,0.031274909883355406,0.05289944904159453,0.11327324015200416,0.08308634459679934
34,2020-01-05T00:00:00Z,0.3137763637782941,0.26930453083604095,0.04447183294225315,0.02140235423450458,0.06640416152562194,0.04390325788006326
35,2020-01-06T00:00:00Z,0.2976099492781322,0.25744212927892923,0.04016781999920299,0.04089130331796989,0.07405279456773951,0.0574720489428547
36,2020-01-07T00:00:00Z,0.2736744742814012,0.30264460270778365,-0.02897012842638247,0.07924492420418562,0.034221466621807396,0.05673319541299651
37,2020-01-08T00:00:00Z,0.23033948562638104,0.22246135254225383,0.007878133084127215,0.06004708111082314,0.08421975419241187,0.0721334176516175
38,2020-01-09T00:00:00Z,0.22961189849969038,0.2512568282456355,-0.02164492974594512,0.09955958551125794,0.07210315332619689,0.08583136941872742
39,2020-01-10T00:00:00Z,0.2163258608325982,0.2730747135143838,-0.05674885268178559,0.09568068246786045,0.04871369167357112,0.07219718707071579
