,date,novelty,transience,resonance,nsigma,tsigma,rsigma
0,2019-12-02T00:00:00Z,0.0,0.4369637527902836,0.0,0.0,0.08056479484681214,0.0
1,2019-12-03T00:00:00Z,0.0,0.4346430682758747,0.0,0.0,0.06925063336911196,0.0
2,2019-12-04T00:00:00Z,0.0,0.2678743621440433,0.0,0.0,0.19091807333522046,0.0
3,2019-12-05T00:00:00Z,0.0,0.3063004896597991,0.0,0.0,0.16483276872190175,0.0
4,2019-12-06T00:00:00Z,0.0,0.37773991011806324,0.0,0.0,0.13407321981363635,0.0
5,2019-12-07T00:00:00Z,0.0,0.42618401421381824,0.0,0.0,0.09627789113955447,0.0
6,2019-12-08T00:00:00Z,0.0,0.5113181441502052,0.0,0.0,0.07290176605912423,0.0
7,2019-12-09T00:00:00Z,0.4080408969088381,0.4436327513333595,-0.035591854424521396,0.06478467694142427,0.087218236275686,0.07600145660855515
8,2019-12-10T00:00:00Z,0.35278541139011893,0.5109851739617435,-0.15819976257162455,0.15155647814013043,0.06588023521140042,0.10871835667576543
9,2019-12-11T00:00:00Z,0.4904477875261257,0.4938927571847141,-0.0034449696585883705,0.05491978302688915,0.11729168012499179,0.08610573157594047
10,2019-12-12T00:00:00Z,0.446778411917734,0.5140055934032283,-0.06722718148549428,0.09860327692659662,0.04550631677235399,0.0720547968494753
11,2019-12-13T00:00:00Z,0.43723322513530466,0.47352341291942146,-0.0362901877841168,0.07666227594380029,0.07341013538152068,0.07503620566266048
12,2019-12-14T00:00:00Z,0.49343535812786776,0.4962723732069521,-0.0028370150790843485,0.08483013352309533,0.04551013514623912,0.06517013433466723
13,2019-12-15T00:00:00Z,0.5180802312954905,0.49037032081882215,0.027709910476668376,0.07040511457395351,0.06483818171310948,0.0676216481435315
14,2019-12-16T00:00:00Z,0.5108656218823372,0.4857243904415771,0.02514123144076008,0.08582658761226383,0.0700092171835598,0.07791790239791183
15,2019-12-17T00:00:00Z,0.4655213839769677,0.4458031601143931,0.019718223862574602,0.061245185289563596,0.09133977410425771,0.07629247969691065
16,2019-12-18T00:00:00Z,0.4975135842578561,0.4640575614874658,0.03345602277039028,0.05164927590307,0.0582503643624331,0.054949820132751556
17,2019-12-19T00:00:00Z,0.4634598556835153,0.4821356724681042,-0.018675816784588906,0.08076297406591798,0.06132807401447629,0.07104552404019714
18,2019-12-20T00:00:00Z,0.4659237546737523,0.4698650336889398,-0.003941279015187482,0.07811359651765584,0.08127600344133025,0.07969479997949305
19,2019-12-21T00:00:00Z,0.5356967841320519,0.4649195103735026,0.07077727375854931,0.06952166291172862,0.15294008883594595,0.11123087587383729
20,2019-12-22T00:00:00Z,0.4431705255306033,0.4102546649002542,0.032915860630349125,0.0408512990194663,0.08595686512724195,0.06340408207335413
21,2019-12-23T00:00:00Z,0.4535189646753806,0.4434862897818044,0.010032674893576232,0.0441070753820378,0.06228385314518168,0.05319546426360974
22,2019-12-24T00:00:00Z,0.5190337552400611,0.4727335259164666,0.04630022932359451,0.034510400499876366,0.040552492703700475,0.03753144660178842
23,2019-12-25T00:00:00Z,0.44661341343671584,0.4746813700478422,-0.028067956611126377,0.10682940117284513,0.09839239995607384,0.10261090056445948
24,2019-12-26T00:00:00Z,0.44657816830559094,0.4473401964447415,-0.0007620281391505501,0.08096608410080662,0.04757535534389108,0.06427071972234885
25,2019-12-27T00:00:00Z,0.48688284746947985,0.46261423806328644,0.02426860940619341,0.05475113059650961,0.06122387809905301,0.05798750434778131
26,2019-12-28T00:00:00Z,0.3445090345713778,0.3959261272961601,-0.05141709272478229,0.08345274788770815,0.06301129488896962,0.07323202138833888
27,2019-12-29T00:00:00Z,0.43267811767438824,0.42302333060542896,0.00965478706895928,0.07476128592573711,0.07071455831632355,0.07273792212103034
28,2019-12-30T00:00:00Z,0.41967437704474,0.4605068007586898,-0.04083242371394985,0.07214024095890278,0.055234867541823225,0.063687554250363
29,2019-12-31T00:00:00Z,0.44213654513850115,0.48812721892822203,-0.04599067378972088,0.08442916157956205,0.05130893456003524,0.06786904806979865
30,2020-01-01T00:00:00Z,0.4802915928940021,0.49229740501541575,-0.012005812121413661,0.08711408030193395,0.05995229772577817,0.07353318901385605
31,2020-01-02T00:00:00Z,0.47430084774615766,0.4768105632877712,-0.0025097155416135553,0.036568207149274244,0.03589856967459399,0.03623338841193412
32,2020-01-03T00:00:00Z,0.49246482941478603,0.41709121588964326,0.07537361352514277,0.04498675802600198,0.0959065569937498,0.07044665750987589
33,2020-01-04T00:00:00Z,0.4410813988489867,0.4692365013945759,-0.028155102545589172,0.03303780537592146,0.03700818836956674,0.0350229968727441
34,2020-01-05T00:00:00Z,0.4298099443110156,0.4746586060992356,-0.04484866178822,0.034219277179435695,0.015411500902143839,0.024815389040789768
35,2020-01-06T00:00:00Z,0.5030039694991902,0.42900595294397487,0.07399801655521537,0.042040195504175905,0.12036786417598364,0.08120402984007977
36,2020-01-07T00:00:00Z,0.4721646451963847,0.5098586952888738,-0.03769405009248916,0.032951946597379295,0.028935605242095166,0.03094377591973723
37,2020-01-08T00:00:00Z,0.4759869175531021,0.4565910307689705,0.019395886784131566,0.07768503453153078,0.08524101186298014,0.08146302319725546
38,2020-01-09T00:00:00Z,0.4959375990664116,0.5079771209587018,-0.01203952189229024,0.041672642081863664,0.07195632953538122,0.056814485808622445
39,2020-01-10T00:00:00Z,0.4420525766185478,0.4762909203786871,-0.03423834376013929,0.10201345376147711,0.07414630314741319,0.08807987845444515
